店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
华莱士·全鸡汉堡(政法学院店),5433531,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.9,22,6.9,高铁东站/龙昆南,5315,19.984683,110.377405,琼山区新大洲大道250号（邮政储蓄银行隔壁）,,,,6.9元黑椒鸡块，9.9元鸡肉卷，10元4串骨肉相连，11.9元鸡块小薯鸡米花，12.2元半只脆皮鸡+中可，12.9元时尚简约，12.9元辣翅鸡米花鸡块，13元香辣鸡腿堡，14元牛肉堡骨肉相连餐，26.9元双人套餐，32.9元六一双人餐，50元鸡肉卷紫薯饼套餐，53.9元欢聚四人套餐;,周一至周日 09:00-23:00,0898-65851160,38274,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,,False,1,84,38274,False,False
拾味馆·浓鲜骨汤·海南菜(红城湖店),2396492,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,4.1,55,49,红城湖,5315,20.002842,110.34811,琼山区红城湖路家乐福广场一楼,,,免费停车,满100减5（买单立享）;2-3人餐131元，双人餐158元，4人餐268元;49代100元，95代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65896610,38125,拾味馆主打拾味砂锅骨汤，以引领饮食风尚，强调对幸福的品味与体验为特色，拒绝提供一成不变的菜肴与菜单，提供可口美食，贴心服务、价格实惠，时尚化的家庭式餐饮，深受大众喜爱。,,False,1,54,38125,True,False
香辣缘,2451009,四川火锅,香辣缘,1168408,,4,47,58,海甸岛,5313,20.052816,110.344675,美兰区海甸岛海甸三东路伊甸园大厦二楼,,,免费提供10个停车位,8.8折（买单立享）;双人餐58元起，3人餐75元，4-5人餐79元，4-5人餐98元，4-5人餐129元，5-6人餐178元;75代100元;,周一至周日 11:00-14:00 16:30-05:00,0898-66260902/13876008051,37934,香辣缘是一家正宗的重庆火锅，在海南具有十多年的历史，赢得了广大新老客户的认可；尤其是能得到火锅发烧友的亲莱。该店位于海甸岛三东路13号（伊甸园大厦旁），该店以经营火锅闻名,,False,1,215,37934,True,False
拾味馆·浓鲜骨汤·海南菜(国兴大润发店),4636450,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,5,54,95,国兴大润发,5313,20.017635,110.37448,美兰区国兴大道63号国兴大润发商店街41号（近国兴大道）,,,,满100减5（买单立享）;95代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65251110,37563,拾味馆主打拾味砂锅骨汤，以引领饮食风尚，强调对幸福的品味与体验为特色，拒绝提供一成不变的菜肴与菜单，提供可口美食，贴心服务、价格实惠，时尚化的家庭式餐饮，深受大众喜爱。,,False,1,19,37563,True,False
华莱士·全鸡汉堡(和平南路店NO27),5389867,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.5,14,8.9,文明路/和平路,5313,20.037914,110.353272,美兰区和平南路24-2号（农业银行旁边）,,,免费提供5个停车位,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 08:00-22:00,0898-65352587,37559,,,False,1,74,37559,True,False
龙泉椰庭椰子鸡(日月广场店),118291258,海南菜,,0,,4.2,75,88,国兴大道,5315,20.016375,110.350892,琼山区海口日月广场东①摩羯座5楼,5,,,双人餐169元，4人餐279元，6人餐389元，8人餐529元;88代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65353636,37481,,,False,1,343,37481,False,False
打铁力量,156594258,港台甜品,,0,,5,15,12.8,望海国际广场,5313,20.0308,110.347046,美兰区五指山路与大英路交口体育培训中心一楼（爱语阳光楼下）,,,,12.8元冰豆浆清凉补/姜糖水清凉补 二选一，13.8元桃胶牛奶，15.8元1人套餐;,周一至周日 13:30-23:30,0898-65329369,37071,,,False,1,127,37071,True,False
吃饭皇帝大(日月广场店),163208919,湘菜,,0,,5,44,88,国兴大道,5315,20.016384,110.350638,琼山区国兴大道8号海航日月广场东1号摩羯座5层,5,,,双人餐99元，2-3人餐158元，3-4人餐228元，5-6人餐298元;88代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-66500681,36679,,,False,1,287,36679,False,False
WALA蛙辣火锅(日月广场店),179350640,四川火锅,,0,,4.9,75,96,国兴大道,5315,20.016421,110.350604,琼山区国兴大道日月广场摩羯座5楼,5,,,2-3人餐96元，双人餐99元，4人餐138元起;,周一至周日 11:00-22:30,0898-66106889,36304,,,False,1,445,36304,False,False
牛局炭火烧肉(吾悦广场店),119837563,日式烧烤/烤肉,,0,,5,88,90,吾悦广场,5312,19.977514,110.339674,龙华区椰海大道新城吾悦广场4楼,4,,,双人餐188元起，4人餐368元起;90代100元;,周一至周日 11:30-14:00 17:30-21:00,0898-36665278,36234,,,False,0,343,36234,False,False
九子香辣蟹跳跳蛙(龙昆南路店),2409653,湘菜,九子香辣蟹,26844,http://p1.meituan.net/poi/26ac08fe6eda960f695bfab2bcb8798919582.png,3.9,65,29.9,龙昆南路,5312,20.018584,110.33351,龙华区南沙路20号凯盛广场一层A区13号铺面,1,,,双人餐29.9元起，3-4人餐98元，2-3人餐108元，3-4人餐118元，5人餐128元，2-3人餐158元;88代100元;,周一至周日 全天,0898-66762477,36209,在全国有300多家分店的九子香辣蟹，到咱海口来啦~九子香辣蟹特色的跳跳蛙、香辣虾、香辣蟹，无论是从色泽，还是味道，都是很好的。牛蛙火锅黄金搭档：青瓜、鸭血、豆腐皮，咱这也一个不落~任您品尝~九子香辣蟹坐落在龙昆南与南沙路交界处，以独特的味道、热诚的服务等着每一位顾客的到来~热爱美食的您，岂能错过。,,False,1,83,36209,True,False
薇薇安千层蛋糕(吾悦店),161850589,面包蛋糕,,0,,4.5,25,16.9,吾悦广场,5312,19.977801,110.33984,龙华区椰海大道新城吾悦广场3楼（Coco正对面）,3,,,16.9元千层蛋糕切件，75元蛋糕3选1，122.9元蛋糕8选1;29.9代38元;,周一至周日 10:00-22:00,13215711269,35895,,,False,1,103,35895,False,False
王味螺柳州螺蛳粉(吾悦店),157756946,螺蛳粉,,0,,4.8,14,10.9,吾悦广场,5312,19.97673,110.336747,龙华区龙昆南与椰海大道交汇新城吾悦广场金街s3-102号,1,,,10.9元原味螺蛳粉;,周一至周日 07:30-23:30,0898-66894830,35303,,,False,1,352,35303,False,False
华莱士·全鸡汉堡(大园店),4063155,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.4,22,6.9,高铁东站/凤翔路,5315,19.988652,110.351358,琼山区大园路13号（怡和园酒店斜对面）,,,,6.9元黑椒鸡块，9.9元鸡肉卷，10元4串骨肉相连，11.9元鸡块小薯鸡米花，12.2元半只脆皮鸡+中可，12.9元时尚简约，12.9元辣翅鸡米花鸡块，13元香辣鸡腿堡，14元牛肉堡骨肉相连餐，26.9元双人套餐，32.9元六一双人餐，50元鸡肉卷紫薯饼套餐，53.9元欢聚四人套餐;,周一至周日 10:00-02:00,0898-65925044,35245,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,,False,1,61,35245,False,False
陇璟烧肉酒场(宜欣店),91519847,日式烧烤/烤肉,,0,,5,83,25,宜欣广场,5312,20.024794,110.312315,龙华区宜欣广场四楼,4,,,双人餐188元，3-4人餐368元;25代50元，89代100元;,周一至周日 11:30-14:00 17:00-21:30,0898-36606618,34864,,,False,0,135,34864,False,False
华莱士·全鸡汉堡(海大店),6766029,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.7,13,8.9,海甸岛,5313,20.052857,110.340793,美兰区海南省海口市美兰区人民路街道人民路18号,,,免费提供5个停车位,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 08:00-01:00,0898-66164566,34645,,,False,1,62,34645,True,False
海之味开心花甲,88973803,花甲,,0,,4.1,15,14.9,解放西/泰龙城,5312,20.036534,110.337958,龙华区大同路泰龙城小吃街一楼直走到底左拐（老鸭粉丝店旁）,,,,14.9元招牌开心花甲，17.9元基围虾花甲;16.8代20元;,周一至周日 11:00-22:00,15108990385,34626,,,False,1,20,34626,True,False
一只酸奶牛(海甸城店),157759399,酸奶,,0,,5,13,11.8,海甸岛,5313,20.049106,110.343249,美兰区海甸二东路2号海甸城第一层L1-04A号,1,,,11.8元暖暖奶香紫米，11.8元暖暖奶香芋泥，15元卡乐比酸奶杯双杯，15.8元芒来芒趣酸奶多，15.8元草莓朵朵酸奶多，15.8元酸奶多肉葡萄，23.8元紫米露+草莓酸奶，24.8元燕麦+红豆，27.8元酸奶杨枝甘露套餐，28.8元桃之夭夭（2杯）;,"周一至周五 09:00-22:30  周六,周日 09:00-23:00",13700446625,34483,,,False,1,0,34483,False,False
味道呱呱叫火锅饭店(国贸分店),177917849,四川火锅,,0,,4.1,46,89.9,国贸大道,5312,20.023657,110.316718,龙华区国贸路69号华昌大厦1楼（王府小区对面）,1,,,3-4人餐89.9元;,周一至周日 全天,0898-65917789/13337667789,33951,,,False,0,399,33951,False,False
猪哥牛姐(友谊阳光城店),161882502,韩式烤肉,,0,,4.7,50,30,新友谊阳光城,5312,20.023561,110.324229,龙华区金龙路2号友谊阳光城7A,7A,,,双人餐139元起，3-4人餐209元，4-5人餐259元，4-5人餐269元;30代50元;,周一至周日 11:00-21:30,0898-65358713,33917,,,False,0,175,33917,False,False
财运猪肚包鸡(南宝路店),2384688,猪肚鸡火锅,,0,,4.6,46,69.9,明珠广场,5313,20.024988,110.344097,美兰区南宝路中洋花苑工商银行旁（星河连锁网吧对面）,,,,双人餐69.9元起，2-3人餐98元，3-4人餐99.9元，3-4人餐168元;,周一至周日 11:00-06:00,0898-66722096,33896,猪肚鸡火锅，在民间广为流传。食之美味，令人流连忘返,,False,0,147,33896,True,False
华莱士·全鸡汉堡(海垦店),95500,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.7,23,6.9,海秀中路,5312,20.017071,110.312067,龙华区海秀中路89-3号（如家酒店）,,,,6.9元黑椒鸡块，9.9元鸡肉卷，10元4串骨肉相连，11.9元鸡块小薯鸡米花，12.2元半只脆皮鸡+中可，12.9元时尚简约，12.9元辣翅鸡米花鸡块，13元香辣鸡腿堡，14元牛肉堡骨肉相连餐，26.9元双人套餐，32.9元六一双人餐，50元鸡肉卷紫薯饼套餐，53.9元欢聚四人套餐;,周一至周日 08:00-24:00,0898-68950010,33582,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,,False,1,59,33582,False,False
豪约客牛排(香樟林店),116503616,牛排,,0,,5,58,65,海垦路,5312,20.008582,110.307384,龙华区海垦路49号香樟林风情街B段2楼（农垦总局对面）,,,,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;142.5代150元;,周一至周日 10:00-22:00,0898-68510178,33199,,,False,1,117,33199,False,False
府美港式茶餐厅(中山南路店),71187954,茶餐厅,,0,,4.3,25,9.9,高登街,5315,19.996947,110.357896,琼山区中山南路82号,,,免费提供3个停车位,9.9元单人饮品，双人餐68元，3人餐88元;44代50元;,周一至周日 07:00-24:00,0898-65655999/13322009936,33084,,,False,1,19,33084,True,False
古叶咖啡(金盘店),40012122,西餐,,0,,4.9,30,9.9,金盘,5312,19.99117,110.32169,龙华区金盘路36号金盘广场三楼,,,免费提供30个停车位,9.9元超值饮品，13.9元超值单人下午茶，17.9元超值单人套餐，双人餐68元，3人餐78元，4人餐88元起;,周一至周日 全天,0898-66654888,32690,,,False,1,89,32690,True,False
CoCo都可(吾悦店),111754712,奶茶/果汁,CoCo都可,48791,http://p1.meituan.net/poi/28a4067295b8bd72fd3fa0b1628c121236345.png,5,13,8.55,吾悦广场,5312,19.977607,110.33985,龙华区迎宾路18号海口新城吾悦广场三层3007号商铺,3,,,8.5元芒果绿茶，9.5元珍珠奶茶，10.4元鲜芋奶茶，20.8元美式咖啡(L)，24元莓莓果茶大杯，25.2元金桔柠檬汁大杯，25.5元珍珠奶茶中杯，25.5元焦糖奶茶中杯，27元鲜芋芋圆牛奶中杯，27元鲜芋青稞牛奶中杯，28元鲜芋奶茶中杯，28元青稞奶茶中杯，28.8元拿铁咖啡(L)，30.6元双拼奶茶大杯，32元拿铁咖啡(L)，33.1元奶茶三兄弟大杯，40.8元鲜百香双响炮大杯;60代70元;,周一至周日 10:00-21:30,18289774241,32573,,,False,1,230,32573,False,False
余味重庆老火锅,85251214,重庆火锅,,0,,5,81,90,蓝天路沿线,5313,20.022046,110.345045,美兰区蓝天路15号（酒吧一条街2楼）,,,,6人餐318元，8人餐428元，10人餐588元;90代100元;,周一至周日 10:00-00:00,0898-66201558,32526,,,False,0,461,32526,True,False
匠子烤鱼(吾悦广场店),116473907,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,4.6,71,99,吾悦广场,5312,19.977572,110.339452,龙华区椰海大道新城吾悦广场4楼4019,4,,,99代110元;,周一至周日 11:00-15:00 17:00-21:00,0898-66800177,32436,,,False,1,216,32436,False,False
快乐爱斯米牛排自助(友谊阳光城店),160775411,综合自助,,0,,4.5,67,59.9,新友谊阳光城,5312,20.023571,110.324216,龙华区金龙路2号友谊阳光城8005号,8,,,单人午餐59.9元，单人午餐67.9元，单人午餐79.9元，单人午/晚餐87.9元;90代100元;,"周一至周五 11:00-14:00 17:00-21:30  周六,周日 11:00-14:30 17:00-21:30",0898-68526919/13368983936,32294,,,False,1,308,32294,False,False
猫迹料理(宜欣城店),99514904,日本料理,,0,,5,72,16,宜欣广场,5312,20.025122,110.312481,龙华区金贸中路宜欣城四楼,4,,,单人餐16元起，双人餐158元起，4人餐358元;92代100元;,周一至周日 11:00-21:30,0898-36606556,32276,,,False,0,143,32276,True,False
三顾冒菜(南宝路店),5241164,冒菜,三顾冒菜,110795,http://p1.meituan.net/poi/1d9a370dfd58340bff66330ddab1b2d340293.png,4.2,34,29,望海国际广场,5313,20.027491,110.344148,美兰区南宝路宏利大厦一楼（省邮电大厦对面）,,,,29代33元，45代50元;,周一至周日 11:00-14:00 17:30-21:30,0898-66733423,31539,冒菜不是菜，而是一种传统的烹饪工艺。“大锅、沸汤”的烹饪特点让三顾冒菜在营养锁定方面独具优势。具体做法是，将自选生鲜食材置于大锅沸汤中“冒”熟，而后用秘制纯油和老火靓汤调制出麻辣、微辣、三鲜等不同口味，满足大众美食需求，是都市一族热捧的时尚餐饮模式。三顾冒菜源自三顾茅庐的历史典故，传承悠久，精品正宗。三顾冒菜致力于打造中国冒菜品牌。 采用自主选菜、去水称重、透明厨房的经营方式，将《消费者权益保护法》规定的自主选择权、公平交易权、消费知情权等原原本本地奉还给顾客。看得见、选得着、吃得香是三顾冒菜的真实体验。亲，来吧，来一次就能喜欢上！,,False,1,0,31539,True,False
华莱士·全鸡汉堡(兴丹路NO51店),102933018,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.6,15,8.9,兴丹路,5315,20.005162,110.366668,琼山区兴丹路37号（海南教育科学研究院斜对面）,,,,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 09:00-23:30,0898-65370301,31512,,,False,1,75,31512,False,False
拾味馆·浓鲜骨汤·海南菜(宜欣店),1181671,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,4,58,95,宜欣广场,5312,20.024675,110.312764,龙华区明珠路8号宜欣城4楼,4,,,满100减5（买单立享）;双人餐158元，4人餐268元;95代100元;,周一至周日 11:00-14:00 17:00-21:00,18689988745/18308927745,31451,拾味馆主打拾味砂锅骨汤，以引领饮食风尚，强调对幸福的品味与体验为特色，拒绝提供一成不变的菜肴与菜单，提供可口美食，贴心服务、价格实惠，时尚化的家庭式餐饮，深受大众喜爱。,,False,1,35,31451,True,False
匠子烤鱼(国秀城店),92505440,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,4.3,69,99,国兴大润发,5313,20.014646,110.376641,琼山区国兴大道国秀城一楼101商铺（国兴大润发斜对面）,1,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30,0898-65391017,31362,,,False,1,77,31362,False,False
cocolol我爱南洋菜(日月广场店),111211330,越南菜,,0,,5,81,22.5,国兴大道,5315,20.015757,110.350429,琼山区大英山西五街海航日月广场金牛座L4层,4,,,单人餐22.5元，双人餐148元起，3-4人餐298元，3-4人餐326元;89代100元;,周一至周日 11:00-21:30,0898-32883838,31236,,,False,1,203,31236,True,False
马大胡子(复兴城店),1182193,西北菜,马大胡子,1171396,,4.2,53,22,复兴城,5312,20.038928,110.318953,龙华区滨海大道32号复兴城C区第4层,,,,单人餐22元起;88代100元;,周一至周日 10:30-14:30 16:30-21:00,0898-66668335,31229,"兰州牛肉拉面距今已有一百二十年的历史，因被中国烹饪协会评为三大中式快餐之一，而成为地地道道的“中华名面”。具有“一清二白三红四绿”的悦目色彩、牛肉烂软、萝卜白净、辣油红艳、香菜翠绿、诸味和谐、诱人食欲等特点。面选用韧性强的优质精粉，拉抻起来风情万象，吃到嘴里柔韧爽滑，有宽达二指的""大宽""、形如草叶的“韭叶”、细如丝线的“毛细”、还有“二细”、“三细”等！我们把它称为面食艺术的造型表演， 实不为过。无论南方人、北方人还是外国朋友， 均感到奇妙无比， 不可思议！一碗面赢得了国内乃至全世界顾客的好评。兰州牛肉拉面汤要清，汤与肉鲜香浓郁，不膻不腥。兰州牛肉拉面一定要配牛肉。牛肉富含蛋白质，脂肪含量低，补脾益气强筋壮骨，享有“肉中骄子”美称。马大胡子秘制牛腱子更是“骄子”中的上品，肉内夹筋，质细有弹性，富含胶原蛋白，鲜嫩清香，回味无穷。",,False,0,132,31229,True,False
竹林渡(万国店),70741121,烤鱼,,0,,4.6,66,93,万国大都会,5312,20.031718,110.337711,龙华区万国西路义龙中学旁（义龙商厦第二层）,,,,双人餐138元起，3人餐198元;93代100元;,周一至周日 11:00-14:00 17:00-21:30,0898-66188881,30867,,,False,1,35,30867,True,False
华莱士·全鸡汉堡(银谷苑店),1421453,西式快餐/汉堡,,0,,3.6,14,8.9,海甸岛,5313,20.054274,110.352142,美兰区海甸街道和平大道16号银谷苑第一层商城128号、129号（金岛家私隔壁）,1,,免费提供5个停车位,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 09:00-24:00,0898-66262640,30263,,,False,1,38,30263,True,False
豪约客牛排(海大南门店),104946522,牛排,,0,,5,59,65,海甸岛,5313,20.050037,110.335858,美兰区海甸三西路21-16号（市政花园延街铺面二楼）,,,,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;142.5代150元;,周一至周日 10:00-22:00,0898-65779178,30247,,,False,1,119,30247,False,False
汉堡大师(大园店),80285511,小吃快餐,,0,,4.4,22,9.9,大园路,5315,19.98825,110.35079,琼山区大园路22号,,,商家服务：免费提供6个停车位,9.9元汉堡美味单人套餐，19.8元蜜汁手扒鸡套餐，22.8元美味经济双人套餐，57.9元鸿运全家福套餐;,周一至周日 09:00-24:00,0898-65925442,29968,,,False,1,33,29968,False,False
龙泉人家乡味椰子鸡汤(电视台店),1998444,海南菜,龙泉人椰子鸡汤,27399,,5,63,88,南沙路,5312,20.005285,110.327253,龙华区南沙路55号（坡博市场对面）,,,免费提供50个停车位,双人餐138元，3-4人餐188元，5-6人餐398元，8-10人餐799元，10-12人餐1088元;88代100元;,周一至周日 10:30-21:00,0898-66591218,29884,龙泉人椰子鸡汤是龙泉集团培育的又一旗下餐饮品牌，龙泉集团经过一年多的市场考察、研究，于2011年9月**家店面开张营业，至2012年8月短短不到一年的时间里已经连续开了五家分店，每家店面都高朋满座。龙泉人椰子鸡汤是近年新兴的时尚潮流风味餐厅，是商务旅游、生日宴请、家庭聚餐的理想选择。龙泉椰子鸡汤选材讲究绿色、健康、新鲜、美味。鸡选用正宗龙泉文昌鸡，椰子选用海南本土新鲜椰青，配上鲜甜爽口的珍珠马蹄，汤底由龙泉优质大厨经过反复研究，选定科学方法调配而成，口感清甜、自然。,,False,0,80,29884,True,False
华莱士·全鸡汉堡(中山路店),4536288,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.8,24,6.9,中山南路,5315,19.990636,110.361354,琼山区中山路8号（南北水果市场对面）,,,,6.9元黑椒鸡块，9.9元鸡肉卷，10元4串骨肉相连，11.9元鸡块小薯鸡米花，12.2元半只脆皮鸡+中可，12.9元时尚简约，12.9元辣翅鸡米花鸡块，13元香辣鸡腿堡，14元牛肉堡骨肉相连餐，26.9元双人套餐，32.9元六一双人餐，50元鸡肉卷紫薯饼套餐，53.9元欢聚四人套餐;,周一至周日 09:00-24:00,0898-65803687,29863,,,False,1,41,29863,True,False
豪约客牛排(府城店),42037559,中西餐厅,豪约客中西餐厅,1702967,,4.3,51,65,忠介路,5315,20.000702,110.355643,琼山区中山北路36号薇阁酒店二楼（琼山旅行社公交车站旁）,,,,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;142.5代150元;,周一至周日 11:00-22:00,0898-65813458,29843,,,False,1,144,29843,True,False
华莱士·全鸡汉堡(万达南洋里店),130907363,快餐简餐,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.4,15,8.9,万达广场,5314,19.980715,110.278807,秀英区白水塘路万达广场南洋里D11-105商铺,3,,,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 08:00-22:00,0898-68683807,29811,,,False,1,111,29811,False,False
牛局炭火烧肉(上邦百汇城店),179207808,日式烧烤/烤肉,,0,,5,94,90,上邦百汇城,5312,20.021659,110.323025,龙华区上邦百汇城2号楼3层,3,,,双人餐188元起，4人餐368元起;90代100元;,周一至周日 11:30-14:00 17:30-21:00,0898-68573384,29662,,,False,0,340,29662,False,False
匠子烤鱼(日月广场店),119812901,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,5,75,99,国兴大道,5315,20.015473,110.351041,琼山区五指山南路日月广场水瓶座4楼,3A,,,99代110元;,周一至周日 11:00-14:00 17:00-21:00,0898-32883921,29642,,,False,1,137,29642,False,False
大自然醉鹅,103398905,顺德菜,,0,,4.5,62,98,海秀中路,5312,20.01603,110.30804,龙华区海秀中路112号,,,,2-3人餐98元，2-3人餐148元，3-4人餐178元，5-6人餐228元，6人餐258元，8人餐338元，8-10人餐348元，10人餐408元;,周一至周日 10:30-22:00,0898-68960138/15008981889,29558,,,False,0,126,29558,False,False
鱼尚鲜草帽石锅鱼(友谊阳光城店),162124703,鱼火锅,,0,,5,65,128,新友谊阳光城,5312,20.023355,110.3239,龙华区金龙路2号友谊阳光城6A层,6A,,,双人餐128元，3-4人餐178元，5-6人餐256元;,周一至周日 11:00-21:30,0898-68508389,29481,,,False,0,215,29481,False,False
匠子烤鱼(和信店),92650828,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,4.1,59,99,龙昆南路,5312,20.004785,110.338738,龙华区龙昆南路58号大润发超市一楼（和信广场）,1,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30,0898-65689733,29457,,,False,1,153,29457,False,False
华莱士·全鸡汉堡(灵山NO.30店),6320338,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.8,16,8.9,灵山镇,5313,19.967986,110.434403,美兰区灵山镇琼文大道49号,,,免费提供5个停车位,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 09:00-01:00,0898-65727817,29445,,,False,1,52,29445,True,False
重庆秦妈火锅(鹏晖广场店),101813765,重庆火锅,重庆秦妈火锅,1055380,,4.5,63,78,海甸岛,5313,20.05789,110.3494,美兰区和平大道鹏晖广场四层,4,,,双人餐138元，3人餐199元，4人餐248元，6人餐339元;78代100元;,周一至周日 10:30-22:00,0898-66286729/18323861653,29301,,,False,0,52,29301,False,False
蛙蛙时代(高登东街店),187258181,火锅,,0,,4.6,47,29.9,高登街,5315,19.999144,110.363241,琼山区高登东街128-1号,,,,双人餐69元，2-3人餐79元，2-3人餐108元，2-3人餐109元，3-4人餐128元;29.9代50元，90代100元;,周一至周日 11:00-15:00 17:00-03:00,0898-32182628,28954,,,False,1,423,28954,False,False
町町屋日式料理(友谊阳光城店),161497303,日本料理,,0,,5,74,92,新友谊阳光城,5312,20.023595,110.323947,龙华区金龙路2号新友谊阳光城7F,7,,,每满100减5（买单立享）;双人餐168元起，3人餐358元;92代100元;,周一至周日 11:00-22:00,0898-68510236,28762,,,False,1,331,28762,False,False
筷子火锅(上邦店),117245341,四川火锅,,0,,4.2,55,88,上邦百汇城,5312,20.02129,110.32314,龙华区金龙路上邦百汇城一号楼三楼左侧（上邦小吃街楼上）,3,,,88代100元;,周一至周日 11:00-14:00 17:00-22:00,0898-68513364/13876986112,28589,,,False,0,0,28589,False,False
周末欢聚餐厅(文明东店),41046838,快餐简餐,,0,,4.1,17,20,白龙路沿线,5313,20.037856,110.362319,美兰区文明东路42号展兴颐龙名居1F/D1，1F/D2-1号商铺,,,停车位收费标准：潮立方商场停车位,20元玉兔奶冻＋冷泡茶，39.8元单人套餐;,周一至周日 08:00-24:00,0898-65322911,28413,,,False,1,9,28413,True,False
